id,num1,num2,num3,num4,num5
2569,15,18,7,92,93
2570,48,20,87,88,22
2571,19,54,53,59,14
2572,54,94,40,63,63
2573,9,28,75,98,44
2574,36,75,11,78,86
2575,49,25,99,88,27
2576,85,61,17,86,61
2577,14,8,66,32,78
2578,10,91,64,21,67
2579,67,28,62,87,74
2580,82,48,66,73,82
2581,56,58,12,34,35
2582,97,82,97,33,68
2583,88,28,67,23,30
2584,88,24,49,43,43
2585,17,14,80,38,44
2586,45,32,29,80,36
2587,45,65,61,40,89
2588,40,62,54,8,68
2589,95,75,66,45,42
2590,75,6,13,45,96
2591,62,50,58,80,41
2592,3,15,52,98,50
2593,73,16,98,22,80
2594,84,32,100,30,23
2595,30,38,44,64,70
2596,2,82,14,63,47
2597,86,10,16,72,11
2598,20,14,7,20,30
2599,62,25,50,92,23
2600,6,41,17,55,13
2601,77,62,12,37,59
2602,56,76,36,70,5
2603,91,99,100,68,33
2604,82,28,20,46,98
2605,44,40,52,17,12
2606,62,56,95,60,88
2607,92,54,47,75,42
2608,85,98,69,49,98
2609,71,75,81,50,33
2610,99,35,100,100,42
2611,39,73,59,11,6
2612,37,98,35,64,34
2613,28,86,56,75,69
2614,5,10,81,33,16
2615,46,33,84,23,90
2616,15,15,52,59,10
2617,83,20,64,55,19
2618,98,41,31,100,78
2619,30,71,73,63,25
2620,12,4,33,91,11
2621,6,65,27,28,2
2622,35,63,42,70,17
2623,17,38,42,76,52
2624,50,16,73,22,17
2625,42,6,33,31,97
2626,49,14,64,51,35
2627,76,35,3,73,15
2628,5,12,9,51,91
2629,54,42,48,73,34
2630,83,93,99,15,82
2631,11,6,76,6,26
2632,96,66,62,77,95
2633,20,99,91,27,87
2634,80,43,65,93,22
2635,13,33,38,28,33
2636,6,20,61,46,57
2637,53,53,93,38,70
2638,79,17,58,44,10
2639,31,28,60,86,72
2640,50,80,95,98,39
2641,4,2,50,10,50
2642,66,61,69,78,88
2643,30,71,98,76,21
2644,43,56,45,88,79
2645,8,68,35,34,100
2646,77,87,13,41,75
2647,21,100,16,21,78
2648,80,82,72,80,98
2649,36,36,49,78,69
2650,84,80,99,55,97
2651,28,30,18,20,20
2652,78,32,75,61,82
2653,37,93,54,58,88
2654,97,79,29,54,97
2655,11,59,55,70,22
2656,64,34,29,94,79
2657,23,40,43,16,21
2658,40,81,6,67,28
2659,53,39,49,66,65
2660,36,83,22,24,42
2661,69,50,65,91,63
2662,19,52,50,86,99
2663,92,5,10,87,85
2664,43,92,43,59,37
2665,10,53,29,34,61
2666,24,98,74,3,61
2667,22,97,47,9,95
2668,18,77,82,31,6
2669,40,94,6,66,98
2670,1,87,84,51,70
2671,29,26,54,84,44
2672,84,7,6,57,89
2673,33,2,87,50,54
2674,57,58,19,98,92
2675,31,64,17,85,93
2676,82,24,15,70,41
2677,40,89,66,77,89
2678,21,89,28,86,14
2679,47,34,6,88,79
2680,46,35,4,77,60
2681,8,31,1,100,72
2682,59,89,84,18,20
2683,87,100,45,65,78
2684,17,75,83,30,60
2685,82,57,45,30,9
2686,39,44,79,84,77
2687,54,56,47,10,82
2688,14,81,3,62,16
2689,24,44,74,75,44
2690,8,52,61,9,73
2691,88,100,4,84,21
2692,9,8,33,56,41
2693,98,45,28,50,43
2694,21,87,100,2,19
2695,93,67,71,38,98
2696,11,60,52,68,31
2697,19,54,25,32,94
2698,89,5,61,27,4
2699,58,58,56,99,66
2700,28,51,85,43,66
2701,21,83,53,31,10
2702,39,67,86,81,47
2703,35,27,27,50,26
2704,11,59,61,95,16
2705,68,13,2,54,49
2706,49,23,72,22,77
2707,15,12,42,47,82
2708,19,96,29,25,15
2709,63,92,56,20,76
2710,18,71,35,32,59
2711,22,12,44,83,90
2712,54,7,65,66,50
2713,52,17,89,45,81
2714,63,21,81,73,72
2715,17,84,20,58,59
2716,38,68,92,15,9
2717,14,75,49,56,30
2718,18,19,97,81,65
2719,8,77,73,93,11
2720,67,22,78,25,45
2721,98,31,70,47,23
2722,41,99,40,81,99
2723,33,2,81,37,70
2724,47,75,86,30,88
2725,42,46,72,45,9
2726,12,78,43,11,69
2727,44,75,60,51,18
2728,39,61,41,31,12
2729,81,4,56,78,54
2730,56,72,38,46,4
2731,7,67,4,4,95
2732,78,89,30,44,57
2733,39,46,62,16,38
2734,97,14,37,83,83
2735,39,45,94,69,73
2736,100,69,69,59,17
2737,41,54,85,68,100
2738,14,61,45,32,84
2739,35,59,5,45,6
2740,56,5,50,29,39
2741,36,69,3,10,4
2742,100,60,96,3,3
2743,60,56,54,2,78
2744,36,38,48,18,69
2745,74,22,17,12,49
2746,52,21,61,75,6
2747,74,69,18,91,31
2748,10,20,51,85,37
2749,65,1,9,89,71
2750,5,100,3,4,81
2751,88,98,46,25,96
2752,35,50,5,8,5
2753,66,79,57,45,10
2754,40,38,21,32,41
2755,79,85,2,82,56
2756,58,54,65,93,79
2757,50,41,81,63,65
2758,87,53,83,53,43
2759,45,76,8,80,66
2760,14,24,16,22,92
2761,30,57,88,72,78
2762,65,60,41,62,10
2763,9,72,97,20,94
2764,4,57,54,89,98
2765,53,40,14,49,64
2766,88,21,40,33,100
2767,98,67,63,48,20
2768,25,58,95,25,94
2769,50,51,24,40,50
2770,78,81,53,94,11
2771,65,61,79,54,83
2772,25,24,84,58,37
2773,94,31,21,52,84
2774,13,20,87,32,57
2775,50,62,51,100,6
2776,50,97,26,48,37
2777,86,18,60,65,72
2778,53,6,99,73,59
2779,50,72,22,30,7
2780,61,51,19,97,6
2781,16,93,4,74,46
2782,42,56,62,48,31
2783,87,23,36,6,28
2784,18,97,81,44,34
2785,12,49,23,35,10
2786,88,61,41,71,91
2787,25,35,12,100,17
2788,34,64,79,3,59
2789,34,11,20,13,26
2790,60,99,13,83,85
2791,23,59,15,54,45
2792,47,19,35,45,25
2793,10,80,81,98,57
2794,92,67,42,27,30
2795,52,89,71,35,9
2796,88,56,78,19,50
2797,99,98,50,34,54
2798,89,8,14,49,55
2799,96,28,67,99,58
2800,79,13,65,88,23
2801,88,10,44,80,53
2802,28,33,87,18,46
2803,64,55,6,9,54
2804,42,23,79,3,82
2805,98,17,57,72,20
2806,53,40,18,8,81
2807,28,31,25,78,21
2808,22,88,1,64,7
2809,65,20,100,41,90
2810,62,63,96,35,2
2811,99,27,76,66,81
2812,13,30,56,11,35
2813,78,40,8,18,98
2814,97,5,59,84,48
2815,23,76,97,14,67
2816,47,64,42,16,43
2817,99,80,19,97,82
2818,53,55,8,21,26
2819,44,70,25,1,44
2820,87,59,57,31,95
2821,81,46,71,63,90
2822,94,55,70,68,96
2823,50,81,51,27,22
2824,31,9,85,43,5
2825,17,83,78,33,30
2826,99,96,2,26,47
2827,51,3,36,10,23
2828,38,21,66,55,70
2829,16,77,41,70,94
2830,20,32,64,72,58
2831,41,52,61,79,59
2832,79,88,37,3,42
2833,37,13,35,67,96
2834,42,7,19,80,7
2835,6,95,10,61,53
2836,44,45,92,1,85
2837,68,96,73,45,89
2838,20,33,56,100,14
2839,68,89,79,50,75
2840,85,67,14,78,76
2841,26,79,76,14,100
2842,74,11,99,67,90
2843,17,58,23,65,52
2844,45,78,76,84,66
2845,4,67,40,69,93
2846,64,7,89,16,71
2847,61,24,52,67,28
2848,44,31,60,52,35
2849,19,39,65,78,14
2850,38,11,51,95,76
2851,97,10,13,94,24
2852,34,60,31,20,74
2853,93,72,85,58,60
2854,30,94,76,63,7
2855,74,86,19,22,67
2856,21,57,35,80,29
2857,55,15,30,75,64
2858,66,89,82,60,69
2859,44,24,22,11,24
2860,50,39,23,62,30
2861,19,87,42,74,57
2862,79,40,59,33,23
2863,34,57,75,67,20
2864,30,82,8,42,72
2865,76,83,26,27,30
2866,74,2,62,72,55
2867,98,91,10,31,98
2868,69,62,26,15,26
2869,66,38,7,34,92
2870,68,21,31,3,6
2871,37,91,53,19,59
2872,100,80,12,22,83
2873,31,53,15,45,84
2874,98,82,36,98,41
2875,79,52,42,79,3
2876,47,43,44,1,69
2877,72,3,40,88,76
2878,36,25,89,38,72
2879,52,74,2,74,87
2880,54,11,38,85,55
2881,74,88,82,99,64
2882,33,85,75,58,72
2883,38,79,38,63,73
2884,57,78,75,63,16
2885,67,55,18,72,76
2886,60,23,27,58,99
2887,34,27,30,34,61
2888,88,73,14,3,60
2889,68,3,9,57,50
2890,74,99,61,30,80
2891,78,68,24,44,24
2892,96,12,85,84,99
2893,42,28,42,21,90
2894,98,8,50,30,47
2895,87,66,65,77,54
2896,72,67,30,6,23
2897,38,59,7,80,90
2898,62,18,69,21,98
2899,53,88,97,37,75
2900,86,33,78,27,17
2901,74,11,60,88,28
2902,48,79,36,5,87
2903,98,79,73,6,72
2904,16,73,28,84,32
2905,32,56,78,14,65
2906,91,92,55,69,21
2907,65,48,44,84,83
2908,91,45,16,78,55
2909,19,32,38,22,4
2910,18,33,61,45,55
2911,69,4,92,43,86
2912,40,32,6,15,33
2913,53,2,75,1,44
2914,65,74,40,98,70
2915,89,60,3,35,38
2916,80,14,17,95,81
2917,65,76,47,9,95
2918,35,2,48,55,12
2919,44,82,66,80,22
2920,25,67,60,35,77
2921,56,73,7,74,68
2922,90,33,100,46,20
2923,54,62,53,71,30
2924,9,42,67,79,9
2925,21,90,13,77,50
2926,44,15,18,91,97
2927,99,47,12,1,71
2928,96,39,61,80,52
2929,83,21,53,9,62
2930,92,75,31,97,55
2931,66,3,19,90,44
2932,20,35,60,43,31
2933,28,98,76,25,39
2934,54,78,68,72,16
2935,22,87,50,80,47
2936,34,96,45,8,23
2937,12,7,75,77,36
2938,2,29,66,23,47
2939,32,83,8,43,62
2940,2,70,89,32,41
2941,88,19,20,59,59
2942,95,91,72,97,20
2943,30,52,72,25,77
2944,31,9,84,12,5
2945,5,53,62,53,23
2946,67,82,87,16,11
2947,62,72,1,84,82
2948,4,93,95,32,20
2949,76,86,50,32,92
2950,46,93,10,54,62
2951,96,41,40,72,37
2952,85,10,47,69,42
2953,24,8,45,94,93
2954,18,36,29,62,5
2955,86,97,87,90,70
2956,70,65,74,41,74
2957,58,95,19,14,60
2958,25,88,29,74,86
2959,4,80,68,100,23
2960,31,4,45,83,17
2961,58,83,84,1,71
2962,88,91,3,79,26
2963,75,12,80,98,88
2964,69,30,66,43,47
2965,29,12,80,91,12
2966,88,53,61,56,99
2967,65,74,52,94,59
2968,5,46,66,59,60
2969,81,21,11,76,16
2970,52,70,86,52,42
2971,66,98,57,59,88
2972,81,50,81,39,54
2973,47,32,92,69,71
2974,62,81,96,87,96
2975,70,41,26,94,23
2976,65,34,84,5,45
2977,72,36,97,3,63
2978,40,92,65,52,40
2979,79,61,60,45,18
2980,36,73,84,12,78
2981,91,33,84,84,76
2982,1,1,84,80,85
2983,41,49,23,30,47
2984,61,5,99,73,2
2985,70,100,76,7,97
2986,96,67,63,18,56
2987,38,23,6,53,56
2988,43,74,99,10,72
2989,69,11,90,87,2
2990,93,46,44,96,98
2991,8,71,56,28,29
2992,96,29,98,52,80
2993,62,11,98,65,74
2994,42,99,49,28,92
2995,30,23,82,90,77
2996,1,62,67,91,32
2997,50,75,32,30,78
2998,1,2,28,27,48
2999,100,42,30,81,68
3000,92,51,100,15,95
3001,62,33,99,34,9
3002,57,9,56,47,23
3003,48,46,21,18,25
3004,92,38,14,57,6
3005,97,52,42,81,71
3006,81,4,97,66,59
3007,33,78,55,56,48
3008,98,96,67,93,19
3009,98,78,89,3,47
3010,50,89,65,1,4
3011,47,36,39,29,37
3012,91,28,5,44,98
3013,44,44,86,7,7
3014,47,34,80,93,66
3015,6,20,19,29,97
3016,60,40,93,84,79
3017,64,45,79,24,24
3018,19,51,69,78,10
3019,69,81,78,41,12
3020,2,24,65,28,61
3021,25,60,23,99,53
3022,28,75,40,41,13
3023,86,83,9,46,54
3024,61,46,90,86,6
3025,94,82,46,15,56
3026,76,74,54,56,43
3027,13,70,28,5,30
3028,69,36,60,66,23
3029,86,47,52,34,82
3030,61,70,50,4,78
3031,34,80,90,59,32
3032,84,52,45,100,74
3033,42,73,9,84,16
3034,40,87,47,8,6
3035,77,36,20,27,66
3036,44,8,60,14,41
3037,18,92,16,57,8
3038,80,16,51,22,64
3039,34,42,89,20,46
3040,72,76,79,61,33
3041,88,22,94,18,66
3042,90,64,20,95,40
3043,89,42,48,70,41
3044,92,39,70,81,37
3045,4,76,77,93,26
3046,94,69,33,1,57
3047,31,44,16,88,73
3048,69,76,68,52,34
3049,49,39,50,94,18
3050,59,14,46,18,89
3051,75,18,56,17,64
3052,70,93,97,97,11
3053,29,55,23,3,95
3054,92,77,9,10,86
3055,38,96,21,34,93
3056,98,9,62,94,17
3057,33,46,76,12,7
3058,16,52,54,76,23
3059,60,84,39,68,67
3060,61,25,50,61,19
3061,88,62,60,38,20
3062,49,6,15,2,39
3063,46,16,8,50,88
3064,81,27,42,90,3
3065,52,93,35,35,65
3066,46,85,27,73,94
3067,45,63,61,96,42
3068,58,13,71,50,2
3069,82,23,63,22,11
3070,53,6,95,63,96
3071,63,65,94,87,11
3072,51,63,56,72,30
3073,36,48,50,17,28
3074,29,97,34,29,2
3075,58,78,73,79,76
3076,46,69,99,97,14
3077,62,22,8,37,52
3078,48,56,90,43,96
3079,28,73,84,27,19
3080,38,61,19,7,8
3081,71,93,82,60,46
3082,92,74,19,87,84
3083,79,56,1,88,80
3084,44,57,1,16,97
3085,90,5,7,52,75
3086,10,55,8,14,20
3087,24,50,34,3,6
3088,63,17,74,14,38
3089,26,2,79,56,48
3090,88,8,88,83,77
3091,18,38,17,96,46
3092,89,53,25,78,42
3093,11,14,70,67,67
3094,17,88,8,37,92
3095,32,16,44,50,37
3096,49,95,79,87,89
3097,19,92,18,81,98
3098,66,98,67,88,50
3099,34,29,37,84,28
3100,17,10,5,71,47
3101,50,1,13,71,92
3102,13,61,71,5,28
3103,16,4,76,19,42
3104,33,91,13,20,64
3105,38,80,47,64,47
3106,15,3,18,9,57
3107,66,90,92,7,72
3108,76,32,54,71,60
3109,95,64,22,91,37
3110,88,9,28,66,95
3111,27,93,58,15,78
3112,30,75,81,35,35
3113,5,100,55,74,39
3114,89,35,87,32,65
3115,81,30,63,94,40
3116,75,17,48,85,7
3117,17,19,5,52,66
3118,78,62,54,89,63
3119,13,47,22,21,58
3120,35,96,53,3,88
3121,18,5,38,16,76
3122,68,61,42,69,70
3123,75,4,47,44,61
3124,70,44,58,31,1
3125,64,50,53,75,91
3126,87,92,4,75,51
3127,52,100,3,15,41
3128,53,17,43,68,97
3129,14,96,89,94,24
3130,38,35,79,21,99
3131,63,7,14,9,9
3132,10,19,67,48,26
3133,13,10,95,1,15
3134,73,97,15,32,91
3135,56,57,23,43,84
3136,89,13,85,87,96
3137,63,80,9,18,51
3138,22,27,55,61,93
3139,48,24,37,40,99
3140,86,57,81,10,16
3141,41,31,24,96,67
3142,97,65,77,81,66
3143,11,81,49,36,25
3144,87,32,28,43,61
3145,12,13,62,9,47
3146,9,20,48,28,64
3147,100,35,94,43,51
3148,87,17,97,39,82
3149,78,62,38,74,25
3150,20,64,92,16,64
3151,89,45,23,83,75
3152,50,8,10,11,82
3153,82,56,41,71,15
3154,36,23,3,27,23
3155,89,94,48,58,22
3156,59,44,22,15,31
3157,13,35,62,31,8
3158,79,99,92,11,32
3159,8,48,89,40,42
3160,15,73,98,56,30
3161,94,71,16,31,10
3162,71,34,68,38,82
3163,39,74,37,14,45
3164,2,42,92,5,64
3165,50,23,88,95,62
3166,98,70,85,65,53
3167,6,23,95,15,70
3168,63,92,66,38,40
3169,82,48,60,69,60
3170,16,78,51,20,79
3171,26,91,92,7,55
3172,66,89,77,34,92
3173,18,84,33,62,73
3174,73,91,90,20,5
3175,14,5,57,28,91
3176,30,67,7,10,20
3177,96,62,48,68,98
3178,3,35,61,78,53
3179,98,85,59,48,19
3180,66,95,91,23,8
3181,23,74,100,15,19
3182,34,98,82,3,61
3183,22,22,75,52,45
3184,37,78,85,85,65
3185,39,60,74,88,50
3186,91,75,63,96,30
3187,72,46,74,14,68
3188,26,63,72,12,49
3189,56,13,63,74,31
3190,99,1,39,45,60
3191,12,51,34,86,24
3192,85,1,69,6,75
3193,97,98,69,88,36
3194,71,14,20,3,35
3195,95,33,67,75,56
3196,75,86,7,78,10
3197,31,10,90,88,7
3198,76,25,24,32,53
3199,72,97,68,36,53
3200,64,91,16,67,45
3201,45,89,52,76,97
3202,38,4,63,11,87
3203,78,29,36,99,43
3204,47,6,4,16,87
3205,19,42,2,67,100
3206,71,68,68,100,26
3207,22,13,85,28,37
3208,32,19,44,66,76
3209,11,84,97,15,11
3210,65,92,43,26,25
3211,15,76,8,27,65
3212,92,78,94,88,38
3213,59,70,18,54,10
3214,7,75,54,58,26
3215,36,13,26,96,41
3216,85,7,3,9,3
3217,19,26,52,29,68
3218,66,82,57,58,27
3219,5,49,71,22,30
3220,68,47,88,9,96
3221,69,41,43,28,37
3222,97,76,38,93,73
3223,57,2,11,87,22
3224,65,4,32,55,21
3225,70,4,97,81,30
3226,74,56,49,75,98
3227,48,19,34,3,14
3228,4,73,68,36,11
3229,47,2,32,57,29
3230,47,5,55,55,3
3231,87,62,84,91,55
3232,25,42,93,55,84
3233,30,12,59,7,97
3234,72,46,100,16,67
3235,58,80,85,30,75
3236,15,55,65,47,21
3237,4,21,85,5,58
3238,88,2,69,92,100
3239,20,92,79,31,60
3240,58,21,85,47,20
3241,50,2,8,25,29
3242,72,22,71,24,65
3243,89,46,35,33,53
3244,77,100,64,26,18
3245,95,52,53,64,30
3246,67,38,70,39,50
3247,6,74,92,14,91
3248,36,50,81,66,20
3249,48,57,12,96,46
3250,35,86,49,46,15
3251,28,29,89,4,57
3252,1,54,12,58,67
3253,56,12,43,14,59
3254,3,91,29,19,47
3255,89,40,29,15,69
3256,56,10,2,13,35
3257,92,83,86,78,76
3258,65,84,44,36,29
3259,75,53,71,26,8
3260,73,6,95,5,14
3261,18,8,7,17,76
3262,96,19,64,12,93
3263,71,28,92,16,29
3264,64,87,89,81,28
3265,49,9,63,5,3
3266,99,49,77,4,97
3267,11,83,30,73,78
3268,22,86,64,47,45
3269,81,86,20,15,9
3270,58,81,97,35,38
3271,93,100,85,48,77
3272,8,87,97,87,33
3273,42,14,3,53,85
3274,79,2,59,38,80
3275,4,20,73,32,96
3276,6,91,11,11,5
3277,99,19,33,98,81
3278,99,41,100,100,4
3279,26,3,85,80,16
3280,30,19,34,21,95
3281,50,29,72,73,95
3282,81,23,50,45,50
3283,14,68,34,6,45
3284,96,92,89,85,47
3285,10,96,49,66,12
3286,35,98,24,51,10
3287,30,30,87,67,33
3288,86,2,98,9,35
3289,48,98,1,82,17
3290,43,75,10,57,42
3291,76,87,44,82,10
3292,47,85,26,44,86
3293,16,73,26,18,12
3294,91,59,77,56,72
3295,78,55,37,26,94
3296,67,40,21,94,78
3297,98,44,86,66,14
3298,66,2,22,73,76
3299,48,18,6,57,13
3300,90,8,3,78,55
3301,27,85,98,55,78
3302,59,39,69,87,95
3303,88,99,64,12,85
3304,10,69,27,100,53
3305,49,19,47,31,11
3306,22,16,86,49,31
3307,46,59,83,8,92
3308,82,68,59,70,83
3309,35,80,74,26,41
3310,29,17,10,57,6
3311,87,28,42,18,94
3312,85,15,71,31,64
3313,65,6,9,17,28
3314,66,55,98,14,82
3315,67,58,71,59,32
3316,33,87,47,7,47
3317,22,56,29,90,82
3318,40,75,54,5,8
3319,35,68,24,21,57
3320,98,12,40,14,23
3321,65,65,84,36,56
3322,67,33,60,21,58
3323,50,91,59,92,74
3324,43,30,91,54,72
3325,79,68,74,89,52
3326,55,91,95,99,23
3327,64,73,95,54,22
3328,4,70,30,41,82
3329,13,38,42,56,76
3330,64,26,75,19,27
3331,74,4,57,97,89
3332,12,15,30,37,85
3333,34,92,40,43,59
3334,4,72,63,38,9
3335,40,66,92,7,80
3336,39,10,31,59,34
3337,87,6,100,90,68
3338,24,44,88,2,70
3339,69,88,38,100,24
3340,99,26,65,64,78
3341,93,53,23,54,14
3342,49,93,19,29,28
3343,22,10,21,92,69
3344,32,39,76,61,48
3345,39,94,27,95,34
3346,89,46,50,53,22
3347,21,54,25,80,36
3348,17,91,65,39,72
3349,75,36,60,54,9
3350,33,8,49,55,10
3351,20,58,48,7,85
3352,35,97,26,7,30
3353,1,16,44,94,82
3354,1,53,77,17,38
3355,38,40,37,16,52
3356,48,58,44,51,26
3357,100,91,69,23,60
3358,89,87,34,81,78
3359,96,46,29,60,30
3360,60,9,17,53,39
3361,80,92,33,68,25
3362,53,89,72,2,51
3363,44,67,72,97,25
3364,35,82,36,4,15
3365,49,93,76,12,83
3366,13,84,28,3,34
3367,94,65,85,26,68
3368,35,10,31,32,20
3369,20,64,25,18,33
3370,82,66,43,47,78
3371,53,57,20,27,82
3372,15,56,80,41,98
3373,91,72,64,82,41
3374,98,24,92,35,63
3375,16,44,42,39,90
3376,55,42,84,25,18
3377,90,24,98,58,20
3378,40,26,46,85,64
3379,39,57,58,82,29
3380,76,24,42,78,58
3381,38,48,42,100,56
3382,93,19,35,7,9
3383,87,65,11,12,3
3384,45,14,6,92,9
3385,70,14,62,94,69
3386,8,72,31,57,32
3387,7,34,77,75,44
3388,16,60,16,96,79
3389,32,10,27,9,4
3390,73,25,41,13,18
3391,81,25,29,63,45
3392,28,44,39,34,90
3393,22,55,72,42,46
3394,73,96,40,98,60
3395,8,71,41,46,56
3396,90,38,70,6,41
3397,84,91,73,77,30
3398,56,52,74,22,51
3399,86,32,87,20,58
3400,72,45,96,56,88
3401,95,20,65,14,23
3402,16,56,80,76,100
3403,50,24,26,62,17
3404,81,52,95,100,76
3405,79,90,52,29,61
3406,29,11,30,32,52
3407,4,1,42,25,55
3408,42,92,54,60,93
3409,78,27,74,15,66
3410,1,74,63,27,91
3411,12,58,58,68,52
3412,100,80,28,65,58
3413,82,33,28,8,31
3414,9,76,6,34,78
3415,20,33,87,69,28
3416,33,72,30,61,2
3417,80,83,48,89,38
3418,23,35,51,52,10
3419,58,49,53,43,28
3420,41,80,90,89,31
3421,78,80,2,3,3
3422,64,37,5,4,73
3423,81,75,69,13,6
3424,35,68,11,45,95
3425,48,87,92,81,60
3426,66,82,21,13,12
3427,29,31,81,86,58
3428,38,4,87,56,41
3429,10,78,86,45,44
3430,90,73,96,32,69
3431,64,78,85,31,50
3432,23,71,65,64,34
3433,93,4,54,51,14
3434,86,61,1,59,98
3435,93,56,82,42,63
3436,93,33,77,34,3
3437,38,43,39,91,50
3438,63,30,54,37,1
3439,29,90,62,7,86
3440,44,80,97,10,86
3441,31,13,57,23,91
3442,79,75,92,36,12
3443,30,66,11,45,100
3444,35,91,16,37,96
3445,45,86,82,13,5
3446,54,13,51,86,72
3447,9,77,58,31,90
3448,67,7,49,55,63
3449,47,88,56,83,97
3450,7,17,22,4,91
3451,63,55,80,64,61
3452,6,100,79,89,22
3453,68,49,38,70,59
3454,35,84,55,99,28
3455,92,66,69,31,66
3456,24,97,30,3,82
3457,51,84,25,53,34
3458,20,92,95,21,7
3459,91,36,62,18,78
3460,100,97,76,20,50
3461,51,32,14,83,81
3462,26,77,35,13,84
3463,94,42,1,42,94
3464,43,46,25,18,42
3465,25,8,94,31,74
3466,97,1,9,91,75
3467,73,68,90,22,23
3468,16,4,69,18,1
3469,90,66,48,48,74
3470,2,50,49,28,38
3471,100,81,8,95,90
3472,64,13,38,40,14
3473,77,98,67,56,35
3474,18,33,93,12,52
3475,24,10,71,17,20
3476,79,51,33,100,49
3477,51,43,21,37,79
3478,4,21,88,45,79
3479,94,46,12,64,68
3480,39,16,67,84,43
3481,70,37,40,54,99
3482,23,94,23,5,6
3483,81,17,21,22,73
3484,61,13,60,27,36
3485,37,2,64,44,99
3486,23,97,97,27,17
3487,83,95,31,30,2
3488,98,34,38,86,23
3489,56,2,38,93,86
3490,20,39,8,89,49
3491,53,28,22,81,94
3492,68,54,85,73,15
3493,64,33,35,15,94
3494,7,62,26,88,82
3495,32,27,17,70,45
3496,67,7,50,62,46
3497,61,37,49,81,26
3498,98,25,9,63,49
3499,53,14,80,5,96
3500,18,60,100,92,71
3501,91,74,100,89,52
3502,48,75,12,96,62
3503,36,38,72,51,97
3504,35,79,61,43,35
3505,90,63,85,80,36
3506,74,3,83,71,1
3507,56,64,79,87,20
3508,40,42,21,21,44
3509,65,98,43,56,86
3510,1,79,10,29,2
3511,31,23,63,93,20
3512,53,41,52,42,89
3513,69,4,59,87,57
3514,28,20,27,44,14
3515,72,17,23,75,32
3516,81,50,81,60,44
3517,89,70,15,27,30
3518,20,85,51,20,10
3519,78,40,9,19,66
3520,45,97,26,72,99
3521,84,49,68,8,74
3522,21,22,8,42,9
3523,92,43,13,50,12
3524,77,53,64,64,21
3525,84,48,79,42,57
3526,92,51,4,66,15
3527,35,74,65,74,13
3528,10,22,24,81,37
3529,51,41,57,67,34
3530,44,8,20,57,12
3531,42,58,47,44,78
3532,37,92,54,41,98
3533,9,21,62,26,54
3534,21,80,66,67,84
3535,14,43,70,54,56
3536,87,68,16,75,33
3537,75,37,49,19,30
3538,66,37,66,88,2
3539,13,96,39,68,73
3540,57,31,29,97,57
3541,29,100,80,35,98
3542,65,87,80,71,35
3543,62,15,23,95,14
3544,77,27,99,79,7
3545,58,43,100,82,27
3546,64,18,79,2,14
3547,93,57,25,2,99
3548,45,48,97,45,16
3549,50,14,32,30,84
3550,29,39,65,15,77
3551,30,95,5,14,64
3552,44,8,72,52,31
3553,5,73,14,6,95
3554,90,12,83,83,78
3555,31,44,41,68,93
3556,35,29,79,25,96
3557,21,22,55,91,30
3558,38,18,80,27,9
3559,47,74,59,77,36
3560,4,46,37,84,58
3561,43,26,26,66,26
3562,76,33,67,20,78
3563,89,62,43,59,14
3564,64,8,52,68,8
3565,46,40,36,55,9
3566,9,39,5,41,50
3567,36,45,30,31,55
3568,95,89,72,93,10
3569,83,71,21,67,27
3570,93,32,27,85,84
3571,78,54,87,60,45
3572,35,13,88,91,14
3573,61,78,8,83,10
3574,60,77,49,32,91
3575,85,17,30,59,84
3576,49,99,45,97,14
3577,81,64,74,23,59
3578,85,38,3,71,91
3579,92,7,84,21,80
3580,68,87,48,5,96
3581,73,55,49,70,12
3582,5,34,54,25,35
3583,99,79,4,92,43
3584,74,41,71,67,19
3585,98,84,14,31,11
3586,84,63,92,12,86
3587,72,64,30,68,76
3588,10,61,47,34,33
3589,22,36,74,64,82
3590,7,85,50,50,37
3591,64,59,13,17,35
3592,62,74,83,71,40
3593,7,70,5,83,73
3594,80,70,4,67,45
3595,20,87,67,36,28
3596,40,21,94,69,98
3597,93,89,83,59,53
3598,78,44,83,42,54
3599,38,1,16,26,36
3600,74,87,16,65,51
3601,3,75,56,29,7
3602,67,14,49,29,81
3603,10,51,5,52,21
3604,44,28,99,22,47
3605,22,81,42,87,51
3606,92,28,50,37,48
3607,81,34,6,21,100
3608,84,14,99,63,14
3609,63,26,26,35,27
3610,46,14,15,45,67
3611,88,93,3,5,39
3612,96,100,25,76,45
3613,37,80,15,50,81
3614,82,28,45,90,38
3615,97,14,47,38,62
3616,56,47,62,69,29
3617,88,88,85,71,55
3618,23,54,6,64,29
3619,16,20,85,100,84
3620,100,45,24,76,73
3621,69,79,64,87,67
3622,85,96,20,55,9
3623,80,58,83,71,80
3624,87,92,20,1,39
3625,76,32,48,51,14
3626,45,20,74,18,19
3627,53,62,41,89,81
3628,83,90,79,82,20
3629,98,53,99,55,52
3630,18,82,62,69,72
3631,60,5,44,30,66
3632,19,26,13,100,62
3633,19,92,4,73,88
3634,100,54,51,92,11
3635,26,4,7,98,37
3636,35,12,41,62,91
3637,80,19,51,98,76
3638,93,98,27,98,88
3639,2,69,37,68,26
3640,2,2,4,76,48
3641,82,16,1,78,33
3642,71,72,80,55,76
3643,69,93,26,10,95
